timestamp,algorithm_name,seed_set,seed_size,final_influence,final_influence_size,num_nodes,num_edges,experiment_result_row,execution_time,round,additional_info
2025-06-15T16:30:17.506893,MajorityCascade,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1620, 1683, 1714, 1813, 1861, 1912, 1926, 1959, 1970, 2069, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2323, 2334, 2361, 2381, 2404, 2446, 2576, 2579, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",57,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1620, 1683, 1714, 1813, 1861, 1912, 1926, 1959, 1967, 1970, 2069, 2079, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2323, 2334, 2361, 2381, 2382, 2404, 2446, 2457, 2470, 2541, 2569, 2576, 2579, 2596, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3006, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",68,4039,88234,1,0.020929813385009766,2,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 0}"
2025-06-15T16:30:17.557115,MajorityCascade,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1714, 1813, 1827, 1861, 1912, 1926, 1959, 1970, 2069, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2576, 2579, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",61,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1714, 1813, 1827, 1861, 1912, 1926, 1959, 1967, 1970, 2069, 2079, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2569, 2576, 2579, 2596, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3006, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",77,4039,88234,2,0.046235084533691406,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 1}"
2025-06-15T16:30:17.599742,MajorityCascade,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1714, 1813, 1827, 1861, 1912, 1926, 1959, 1970, 2069, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2576, 2579, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",61,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1714, 1813, 1827, 1861, 1912, 1926, 1959, 1967, 1970, 2069, 2079, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2569, 2576, 2579, 2596, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3006, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",77,4039,88234,3,0.0376431941986084,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 2}"
2025-06-15T16:30:17.637003,MajorityCascade,"[483, 713, 730, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1970, 2069, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2576, 2579, 2615, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 3084, 3108, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",63,"[483, 713, 730, 860, 1079, 1341, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1967, 1970, 2069, 2079, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2569, 2576, 2579, 2596, 2615, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 3006, 3031, 3071, 3084, 3108, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3969, 3982]",99,4039,88234,4,0.035274505615234375,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 3}"
2025-06-15T16:30:17.675173,MajorityCascade,"[483, 713, 730, 1079, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1970, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",70,"[483, 713, 730, 860, 1079, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1967, 1970, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3969, 3982]",106,4039,88234,5,0.03523397445678711,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 4}"
2025-06-15T16:30:17.712707,MajorityCascade,"[123, 483, 713, 730, 1079, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1970, 1993, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3969, 3982]",72,"[123, 483, 713, 730, 860, 1079, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1610, 1620, 1683, 1684, 1714, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1967, 1970, 1993, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3969, 3982]",108,4039,88234,6,0.03454232215881348,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 5}"
2025-06-15T16:30:17.759929,MajorityCascade,"[123, 483, 713, 730, 1079, 1083, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1970, 1993, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2543, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3900, 3969, 3982]",77,"[123, 483, 713, 730, 860, 1079, 1083, 1230, 1275, 1341, 1388, 1390, 1398, 1425, 1427, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1959, 1967, 1970, 1993, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2543, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3900, 3969, 3982]",113,4039,88234,7,0.04422926902770996,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 6}"
2025-06-15T16:30:17.813152,MajorityCascade,"[123, 483, 713, 730, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1970, 1993, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2320, 2323, 2334, 2361, 2381, 2404, 2446, 2501, 2543, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3900, 3969, 3982]",81,"[123, 483, 713, 730, 860, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1967, 1970, 1993, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2320, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2543, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3900, 3969, 3982]",117,4039,88234,8,0.04806256294250488,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 7}"
2025-06-15T16:30:17.856205,MajorityCascade,"[123, 211, 481, 483, 713, 730, 896, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1970, 1993, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2320, 2323, 2334, 2361, 2381, 2404, 2434, 2446, 2501, 2543, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2749, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3610, 3900, 3969, 3982]",87,"[123, 211, 481, 483, 713, 730, 860, 896, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1967, 1970, 1993, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2320, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2434, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2543, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2749, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3610, 3732, 3900, 3969, 3982]",124,4039,88234,9,0.038080453872680664,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 8}"
2025-06-15T16:30:17.893589,MajorityCascade,"[123, 211, 481, 483, 484, 713, 730, 896, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1637, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1970, 1993, 2069, 2143, 2152, 2161, 2169, 2173, 2206, 2214, 2224, 2229, 2292, 2313, 2320, 2323, 2334, 2361, 2381, 2404, 2434, 2446, 2501, 2543, 2576, 2579, 2615, 2616, 2617, 2629, 2636, 2660, 2749, 2799, 2849, 2850, 2863, 2887, 2987, 2991, 3084, 3108, 3114, 3247, 3288, 3304, 3325, 3366, 3397, 3434, 3610, 3900, 3969, 3982]",90,"[123, 211, 481, 483, 484, 713, 730, 860, 896, 1079, 1083, 1230, 1275, 1341, 1383, 1388, 1390, 1398, 1425, 1427, 1551, 1598, 1610, 1620, 1637, 1683, 1684, 1714, 1729, 1813, 1827, 1861, 1888, 1912, 1926, 1941, 1959, 1967, 1970, 1993, 2069, 2079, 2143, 2152, 2161, 2169, 2173, 2195, 2206, 2214, 2224, 2229, 2269, 2292, 2313, 2320, 2323, 2334, 2361, 2380, 2381, 2382, 2388, 2404, 2422, 2434, 2441, 2446, 2456, 2457, 2470, 2501, 2541, 2543, 2569, 2576, 2579, 2596, 2615, 2616, 2617, 2629, 2636, 2660, 2704, 2722, 2740, 2749, 2788, 2799, 2814, 2842, 2849, 2850, 2857, 2863, 2887, 2963, 2987, 2991, 3006, 3031, 3071, 3084, 3108, 3114, 3125, 3134, 3183, 3230, 3235, 3247, 3268, 3282, 3288, 3304, 3325, 3366, 3397, 3407, 3408, 3434, 3610, 3732, 3900, 3969, 3982]",127,4039,88234,10,0.03438711166381836,3,"{""note"": ""Esecuzione Majority Cascade su facebook_combined.txt"", ""source_file"": ""./logs/cost2_CSG.csv"", ""source_row"": 9}"
